Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude,Snippet,naics code,input tokens,output tokens
513,Teck Resources,10.4,0.8,34.8,17.4,Canada,North America,56.130366,-106.346771,Teck is a leading Canadian resource company focused on responsibly providing the metals essential for global development and the energy transition while ...,2123,100,2
514,Qatar National Bank,4.0,2.3,100.8,25.7,Qatar,Asia,25.354826,51.183884,Africa. Egypt** · South Sudan (Juba) ; Asia. China* · Hong Kong ; Europe. France · Switzerland** ; Middle East. Iran* · Iraq - Mansour Bank** ; GCC. Qatar · KSA ...,5221,124,2
515,Tenaris,11.1,1.7,15.7,24.2,Luxembourg,Europe,49.815273,6.129583,"We supply the most extensive portfolio of high-quality casing and tubing, drill pipe, premium connections, and pipe accessories, for all types of oil and gas ...",2131,106,2
516,Tenaga Nasional,11.5,1.3,28.3,12.6,Malaysia,Asia,4.210484,101.975766,COMMERCIAL & INDUSTRIAL. BRIGHTER BUSINESS GROWTH. MY ACCOUNT COMMERCIAL CONSUMER INDUSTRIAL CONSUMER PRICING & TARIFFS CONNECTION CHARGE MAXIMUM DEMAND SUPPLY ...,2211,120,2
517,Swire Pacific,5.7,2.3,41.5,18.8,Hong Kong,Asia,22.396428,114.109497,IMPORTANT DISCLAIMER · Trading & Industrial. A wide spectrum of business interests that ranges from apparel to automotive trading · Beverages. Delivering ...,3152,103,2
517,Toyota Industries,18.6,0.7,32.2,11.7,Japan,Asia,36.204824,138.252924,"Since its foundation in 1926, Toyota Industries has provided innovative products, leading changes in the times for 90 years. Today, Toyota Industries has ...",3361,106,2
519,Liberty Interactive,10.1,1.5,26.3,14.6,USA,North America,37.09024,-95.712891,Investor Relations. More About Our Investor Relations. Looking For. Liberty Media; Liberty Trip Advisor; Liberty Broadband; Atlanta Braves Holdings. © 2024 ...,5511,107,2
520,J Sainsbury,35.7,1.0,19.7,10.4,UK,Europe,55.378051,-3.435973,"Shop online at Sainsbury's for groceries, clothing, homewares, electricals, financial services and more. Together we're helping everyone eat better.",4451,106,2
520,Aviva,69.0,-5.1,512.7,14.5,UK,Europe,55.378051,-3.435973,"Our global corporate website for investors, shareholders, career hunters, the media and people interested in our social purpose.",5241,96,2
522,Anglo American,29.4,-1.5,78.1,39.9,UK,Europe,55.378051,-3.435973,"Anglo American is a global mining company with a portfolio that spans diamonds, platinum, copper, iron ore & more.",2123,98,2
523,Cheung Kong Holdings,2.5,4.1,49.4,33.7,Hong Kong,Asia,22.396428,114.109497,"Cheung Kong Holdings ... Not to be confused with CK Hutchison Holdings, CK Asset Holdings, or CK Infrastructure Holdings. ... Cheung Kong (Holdings) Limited, is a ...",5311,114,2
524,Kasikornbank,6.0,1.2,67.8,17.5,Thailand,Asia,15.870032,100.992541,Let KBank take care your finances ... Please choose your criteria ...,5221,90,2
525,Carlsberg,11.6,1.0,27.2,15.8,Denmark,Europe,56.26392,9.501785,"Established in 1847 by brewer J.C. Jacobsen, Carlsberg Group is one of the leading brewery groups in the world today, with a large portfolio of beer and ...",3121,113,2
525,Amazon.com,61.1,0.0,32.6,119.0,USA,North America,37.09024,-95.712891,Free shipping on millions of items. Get the best of Shopping and Entertainment with Prime. Enjoy low prices and great deals on the largest selection of ...,4541,104,2
527,Larsen & Toubro,12.6,0.9,23.8,17.2,India,Asia,20.593684,78.96288,"Larsen & Toubro is an Indian multinational engaged in EPC Projects, Hi-Tech Manufacturing and Services. It operates in over 50 countries worldwide.",2361,108,2
528,Principal Financial Group,9.2,0.8,161.9,10.0,USA,North America,37.09024,-95.712891,... financial assumptions and is not intended to be a financial plan or investment advice from any company of the Principal Financial Group® or plan sponsor.,5241,103,2
529,Saudi Electricity,9.0,0.7,63.6,15.3,Saudi Arabia,Asia,23.885942,45.079162,"The largest producer, transmitter and distributor of electrical energy in the Middle East and North Africa. We work diligently to serve the guests of AlRahman ...",2211,105,2
529,Waste Management,13.6,0.8,23.1,17.4,USA,North America,37.09024,-95.712891,"WM is the leading provider of comprehensive waste management, offering services such as garbage collection, recycling pickup and dumpster rental.",5621,97,2
531,Murphy Oil,28.6,1.0,17.5,11.8,USA,North America,37.09024,-95.712891,Murphy Oil Corporation is a global oil exploration & production company. Our North American onshore operation supports global offshore & exploration.,2111,99,2
532,CaixaBank,16.3,0.3,450.1,16.8,Spain,Europe,40.463667,-3.74922,"A programme aimed at international customers that offers a high-value financial support, advice and guidance service tailored to meet their needs in Spain.",5223,101,2
534,Dai-ichi Life Insurance,56.5,0.2,403.2,13.4,Japan,Asia,36.204824,138.252924,"The Dai-ichi Life Insurance Company's Official English Home Page. Company Profile, News Releases, IR, DSR, Annual Reports and Overseas Network.",5241,107,2
535,Nomura Holdings,22.4,0.1,431.3,23.6,Japan,Asia,36.204824,138.252924,"Nomura Holdings website. Group companies, news releases, services, CSR, IR, careers information.",5231,95,2
536,Vivendi,38.3,0.2,76.6,27.8,France,Europe,46.227638,2.213749,"A world leader in content, media and communications. Since 2014, Vivendi has been building a world-class leader in content, media and communications.",5121,105,2
537,Fujitsu,54.0,0.5,35.0,9.2,Japan,Asia,36.204824,138.252924,Our Purpose: make the world more sustainable by building trust in society through innovation.,5415,91,2
538,Charles Schwab,5.0,0.9,133.6,22.8,USA,North America,37.09024,-95.712891,"Charles Schwab offers investment products and services, including brokerage and retirement accounts, online trading and more.",5239,95,2
539,Al Rajhi Bank,4.0,2.1,71.3,26.0,Saudi Arabia,Asia,23.885942,45.079162,Explore our wide range of personal finance products and services. Apply Now Learn More Financing And Savings Products For Individuals,5221,98,2
539,SSE,50.8,0.3,31.1,21.2,UK,Europe,55.378051,-3.435973,"SSE's vision is to be a leading energy company in a low carbon world. To achieve this we've set four fundamental goals for 2030, putting sustainability at the ...",2211,109,2
541,Ingersoll-Rand,14.0,1.0,18.5,16.4,Ireland,Europe,53.41291,-8.24389,"Ingersoll Rand provides products, services and solutions that enhance our customers' energy efficiency, productivity and operations. Click and learn more ...",3339,105,2
542,Sime Darby,15.0,1.3,14.9,17.3,Malaysia,Asia,4.210484,101.975766,Sime Darby Berhad is a global trading and logistics player. We partner with some of the world's best brands to deliver quality products and services to our ...,4885,108,2
543,Halkbank,6.2,1.5,61.0,13.3,Turkey,Europe,38.963745,35.243322,"As one of the strongest and most reliable institutions in the banking sector, Halkbank serves its customers through its branches, offices, ...",5221,102,2
544,Philips,32.7,0.3,35.8,27.5,The Netherlands,Europe,52.132633,5.291266,"Shop new at Philips, shop best-sellers for home, explore professional healthcare, find out what_s next in healthcare, download report.",3391,101,2
545,PPG Industries,15.2,0.9,15.9,20.2,USA,North America,37.09024,-95.712891,"For decades, PPG's research and development experts have created coatings that have made products better across nearly every industry, from food and beverage, ...",3252,105,2
546,Mitsubishi Heavy Industries,34.1,0.3,48.0,18.8,Japan,Asia,36.204824,138.252924,"Mitsubishi Heavy Industries (MHI) Group is one of the world's leading industrial groups, spanning energy,logistics & infrastructure, industrial machinery, ...",3339,107,2
547,Transneft,20.8,5.8,57.8,3.6,Russia,Europe,61.52401,105.318756,"Transneft (Russian: Транснефть) is a state-controlled pipeline transport company headquartered in Moscow, Russia. It is the largest oil pipeline company in the ...",4861,111,2
548,Korea Electric Power,43.9,-2.8,129.3,17.4,South Korea,Asia,35.907757,127.766922,Korea's Electric Power Industry · Overview of Korea's Electric Power Industry · KEPCO Group · New businesses in energy sector · Overseas Business · Nuclear Power ...,2211,108,2
549,Marsh & McLennan,11.9,1.2,16.3,20.3,USA,North America,37.09024,-95.712891,"Marsh McLennan is the world's leading professional services firm in risk, strategy and people. We bring together experts from across our four global ...",5416,107,2
550,KT Corp,21.1,0.9,32.4,8.1,South Korea,Asia,35.907757,127.766922,[About KT] Main - The best national company that provides the fastest and most innovative ICT-based telecommunications and convergence services for the ...,5173,101,2
551,Kellogg,14.2,1.0,15.2,22.5,USA,North America,37.09024,-95.712891,"In October 2023, Kellogg Company finalized the separation of its North American cereal business, resulting in two independent, public companies.",3113,102,2
552,Aisin Seiki,27.8,0.7,24.7,10.6,Japan,Asia,36.204824,138.252924,"Aisin is a global supplier of automotive components, with a philosophy: Inspiring “movement”, creating tomorrow. We will contribute to creating a better ...",3363,107,2
553,Astellas Pharma,11.7,0.9,16.6,25.9,Japan,Asia,36.204824,138.252924,"Astellas Pharma Inc., based in Tokyo, Japan, is a company dedicated to improving the health of people around the world through the provision of innovative ...",3254,108,2
553,Entergy,10.3,0.9,43.2,11.6,USA,North America,37.09024,-95.712891,"Entergy is an integrated energy company that provides electricity to 3 million utility customers in Arkansas, Louisiana, Mississippi and Texas.",2211,99,2
555,SK Telecom,14.5,1.0,24.1,11.5,South Korea,Asia,35.907757,127.766922,"Aug 26, 2024 ... SK Telecom sets the ESG(environmental, social, and governance) management as its strategic direction and strives to achieve sustainable growth.",5173,107,2
556,Simon Property Group,4.9,1.4,32.6,49.5,USA,North America,37.09024,-95.712891,"Find a Simon Malls, Simon Mills and Simon Premium Outlets near you ... SIMON APPSimon Property GroupFREE - In Google Play. DOWNLOAD. Skip to content.",5311,110,2
557,Panasonic,94.8,-9.3,76.1,16.7,Japan,Asia,36.204824,138.252924,"Our Founder, Kōnosuke Matsushita, believed the highest aim of a business was having a positive impact on society. Discover how, more than 100 years later, this ...",3351,113,2
558,AmerisourceBergen,80.6,0.7,15.5,11.3,USA,North America,37.09024,-95.712891,AmerisourceBergen fosters a positive impact on healthcare around the world by advancing the development and delivery of pharmaceuticals and healthcare ...,4242,103,2
559,Goldcorp,5.4,1.7,31.2,26.4,Canada,North America,56.130366,-106.346771,"This site may use technical and third-party cookies for features such as sharing on social networks and / or media viewing. By closing this banner, ...",2122,104,2
560,Xcel Energy,10.1,0.9,31.1,14.2,USA,North America,37.09024,-95.712891,"At Xcel Energy, we are trusted to deliver clean, essential energy that powers every moment of every day.",2211,97,2
561,HDFC,5.9,1.1,41.6,23.3,India,Asia,20.593684,78.96288,"HDFC Bank, India's leading private sector bank, offers Online NetBanking Services & Personal Banking Services like Accounts & Deposits, Cards, Loans, ...",5221,106,2
561,MasterCard,7.4,2.8,12.5,63.8,USA,North America,37.09024,-95.712891,"We connect and power an inclusive, digital economy that benefits people, businesses & governments worldwide by making transactions safe, ...",5223,98,2
563,Sumitomo Realty,8.3,0.6,46.7,18.4,Japan,Asia,36.204824,138.252924,"Sumitomo Realty & Development Co., Ltd. is one of the leading comprehensive real estate developers in Japan providing high-quality office buildings and ...",5311,105,2
564,Solvay,16.4,0.8,23.4,12.5,Belgium,Europe,50.503887,4.469936,A pioneering chemical company with a legacy rooted in founder Ernest Solvay's pivotal innovations in the soda ash process.,3251,98,2
565,Yara International,15.1,1.9,14.4,13.2,Norway,Europe,60.472024,8.468946,"Yara is a global leader in crop nutrition, ammonia and essential industrial solutions ... Yara's mission is to responsibly feed the world and protect the planet.",3253,106,2
566,Sumitomo Electric,24.9,0.7,25.0,10.0,Japan,Asia,36.204824,138.252924,Mid-term Management Plan 2025 · Discover Highlights · Advancing Video IP Delivery from Basic... · Sumitomo Electric Group Kaizen Awards · Advanced Ion ...,3344,109,2
567,Quanta Computer,34.4,0.8,24.6,8.5,Taiwan,Asia,23.69781,120.960515,"No. 211, Wenhua 2nd Rd., Guishan Dist., Taoyuan City 333, Taiwan +886-3-327-2345 Sitemap Contact Us Quanta Computer lnc. All Rights Reserved.",3341,122,2
568,Regions Financial,6.0,1.1,121.3,11.8,USA,North America,37.09024,-95.712891,"We offer a full spectrum of banking services including checking, savings, mortgages, loans and more. Visit us online or at your nearest branch location.",5221,103,2
569,Falabella,11.5,0.8,17.9,26.8,Chile,South America,-35.675147,-71.542969,"Falabella, Sodimac, Tottus, Linio y miles de emprendedores para ofrecerte lo que necesitas. Descubre la variedad de productos y simplifica tu vida.",4441,111,2
570,Adidas,19.6,0.7,14.7,21.8,Germany,Europe,51.165691,10.451526,A leader in athletic performance since 1949. We're inspired by athletes. From the very first track spikes Adi Dassler made in his workshop.,3162,104,2
